System Thermodynamic Data:
index Pressure Temperature mass F phi H S V Cp dVdP*10^6 dVdT*10^6 fO2(absolute) fO2-(NNO) rhol rhos viscosity aH2O chisqr
145 3620.97 885.00 100.013427 0.9025067146616680 0.708512 -1329551.927344 346.111511 59.484936 159.694631 -3368.909618 23149.411232 -12.166 0.000 2.141680 0.562348 3.800 n/a n/a
173 3774.19 795.00 100.014849 0.9073731587875683 0.737883 -1343473.506982 332.819786 56.712618 158.974912 -2592.886457 21176.972815 -13.979 0.000 2.168619 0.623198 4.248 n/a n/a
175 3314.52 752.00 100.016197 0.9001131807398027 0.716197 -1351873.544574 327.321522 57.490022 160.469927 -3038.974902 23884.938280 -14.958 0.000 2.186464 0.612307 4.945 n/a n/a
171 3467.74 780.00 100.015403 0.9025868513926225 0.721190 -1346870.769369 331.275701 57.536139 159.948132 -2960.869069 23065.031412 -14.312 0.000 2.175533 0.607344 4.590 n/a n/a
146 3620.97 882.00 100.013469 0.9025954435279308 0.709193 -1330033.210091 345.695993 59.409283 159.689157 -3349.574127 23121.471165 -12.222 0.000 2.142558 0.563870 3.817 n/a n/a
191 2854.84 742.10 100.016896 0.8767914390125404 0.674047 -1355222.033282 326.681105 59.326397 162.341310 -4031.609818 28485.893826 -15.196 0.000 2.192963 0.637253 5.397 n/a n/a
174 3774.19 792.00 100.014911 0.9074475175453693 0.738498 -1343952.125842 332.372003 56.644568 158.960785 -2576.871863 21139.905299 -14.045 0.000 2.169594 0.624914 4.268 n/a n/a
176 3161.29 751.00 100.016352 0.8964465150722851 0.705198 -1352558.036188 327.520406 58.116317 161.050237 -3332.065370 25241.418377 -14.982 0.000 2.187692 0.604515 5.080 n/a n/a
147 3620.97 879.00 100.013511 0.9026837126178646 0.709874 -1330514.452923 345.279437 59.333767 159.683557 -3330.276241 23093.189587 -12.278 0.000 2.143440 0.565399 3.834 n/a n/a
172 3467.74 777.00 100.015471 0.9026226427020696 0.721769 -1347351.882957 330.819248 57.464708 159.943283 -2941.443228 23024.305270 -14.379 0.000 2.176576 0.609142 4.613 n/a n/a
179 3008.06 747.40 100.016593 0.8879797039113809 0.690635 -1353734.279048 327.249327 58.720494 161.673379 -3658.532866 26761.364445 -15.068 0.000 2.189964 0.616748 5.231 n/a n/a
175 3774.19 789.00 100.014974 0.9075202152510624 0.739109 -1344430.676314 331.923034 56.576748 158.946537 -2560.922985 21102.561991 -14.111 0.000 2.170574 0.626636 4.289 n/a n/a
148 3620.97 876.00 100.013554 0.9027714949758087 0.710553 -1330995.655225 344.861838 59.258390 159.677830 -3311.016943 23064.565950 -12.334 0.000 2.144325 0.566935 3.851 n/a n/a
177 3161.29 752.00 100.016322 0.8978569500857410 0.706128 -1352373.441637 327.700080 58.141943 161.041819 -3339.226027 25251.518267 -14.958 0.000 2.187284 0.597905 5.073 n/a n/a
180 3008.06 746.40 100.016626 0.8861059483754176 0.689362 -1353926.824159 327.061093 58.693272 161.685485 -3650.624282 26752.619432 -15.092 0.000 2.190392 0.624786 5.237 n/a n/a
149 3620.97 873.00 100.013598 0.9028587627784549 0.711231 -1331476.816414 344.443191 59.183155 159.671975 -3291.797224 23035.599800 -12.391 0.000 2.145212 0.568478 3.868 n/a n/a
176 3774.19 786.00 100.015037 0.9075911816453840 0.739716 -1344909.158562 331.472873 56.509161 158.932173 -2545.040816 21064.946290 -14.178 0.000 2.171560 0.628365 4.310 n/a n/a
176 3314.52 752.40 100.016186 0.9002934432649182 0.716270 -1351806.195971 327.387035 57.499664 160.469077 -3041.695355 23890.321817 -14.949 0.000 2.186312 0.611257 4.942 n/a n/a
173 3467.74 774.00 100.015540 0.9026562355598233 0.722343 -1347832.974351 330.361525 57.393553 159.938366 -2922.097628 22983.247213 -14.447 0.000 2.177625 0.610948 4.637 n/a n/a
150 3620.97 870.00 100.013642 0.9029454873034304 0.711907 -1331957.935906 344.023491 59.108064 159.665991 -3272.618083 23006.290779 -12.448 0.000 2.146103 0.570028 3.885 n/a n/a
177 3774.19 783.00 100.015102 0.9076603441497314 0.740317 -1345387.572850 331.021512 56.441813 158.917698 -2529.226351 21027.061750 -14.245 0.000 2.172552 0.630101 4.330 n/a n/a
151 3620.97 867.00 100.013687 0.9030316389023476 0.712583 -1332439.013123 343.602734 59.033121 159.659876 -3253.480531 22976.638629 -12.506 0.000 2.146996 0.571585 3.903 n/a n/a
174 3467.74 771.00 100.015609 0.9026875544537690 0.722912 -1348314.044800 329.902522 57.322678 159.933385 -2902.833539 22941.861240 -14.516 0.000 2.178680 0.612761 4.661 n/a n/a
175 3467.74 768.00 100.015680 0.9027165218070052 0.723474 -1348795.095643 329.442233 57.252087 159.928346 -2883.652218 22900.151518 -14.585 0.000 2.179742 0.614582 4.685 n/a n/a
178 3774.19 780.00 100.015167 0.9077276277895384 0.740914 -1345865.919484 330.568945 56.374708 158.903117 -2513.480580 20988.912088 -14.312 0.000 2.173548 0.631843 4.351 n/a n/a
152 3620.97 864.00 100.013733 0.9031171869726341 0.713257 -1332920.047499 343.180914 58.958328 159.653631 -3234.385584 22946.643195 -12.563 0.000 2.147893 0.573150 3.920 n/a n/a
176 3467.74 765.00 100.015751 0.9027430579406586 0.724030 -1349276.128345 328.980647 57.181787 159.923254 -2864.554920 22858.122386 -14.654 0.000 2.180811 0.616411 4.709 n/a n/a
153 3620.97 861.00 100.013779 0.9032020999285053 0.713929 -1333401.038480 342.758026 58.883689 159.647255 -3215.334270 22916.304423 -12.621 0.000 2.148793 0.574721 3.938 n/a n/a
177 3314.52 752.10 100.016194 0.9002937287617478 0.716324 -1351854.462247 327.340085 57.492485 160.469041 -3039.588484 23885.778995 -14.956 0.000 2.186423 0.611447 4.944 n/a n/a
177 3467.74 762.00 100.015823 0.9027670810373133 0.724581 -1349757.144521 328.517757 57.111782 159.918115 -2845.542888 22815.778354 -14.723 0.000 2.181886 0.618247 4.734 n/a n/a
179 3774.19 777.00 100.015233 0.9077929551339318 0.741505 -1346344.198914 330.115164 56.307852 158.888436 -2497.804494 20950.501183 -14.379 0.000 2.174551 0.633592 4.373 n/a n/a
178 3161.29 751.00 100.016352 0.8964465152601153 0.705198 -1352558.035878 327.520406 58.116317 161.050237 -3332.065370 25241.418377 -14.982 0.000 2.187692 0.604515 5.080 n/a n/a
181 3008.06 745.40 100.016659 0.8842412328366612 0.688097 -1354119.240295 326.872802 58.666035 161.697504 -3642.696035 26743.700793 -15.116 0.000 2.190821 0.632732 5.243 n/a n/a
154 3620.97 858.00 100.013825 0.9032863451744473 0.714600 -1333881.985558 342.334066 58.809206 159.640746 -3196.327621 22885.622370 -12.680 0.000 2.149696 0.576300 3.956 n/a n/a
178 3467.74 759.00 100.015897 0.9027885070914723 0.725124 -1350238.145870 328.053553 57.042078 159.912935 -2826.617354 22773.124099 -14.793 0.000 2.182968 0.620090 4.758 n/a n/a
180 3774.19 774.00 100.015301 0.9078562462093752 0.742092 -1346822.411651 329.660163 56.241248 158.873662 -2482.199081 20911.833077 -14.447 0.000 2.175560 0.635348 4.394 n/a n/a
192 2854.84 741.10 100.016928 0.8488038966995404 0.652350 -1355829.949455 326.082553 59.345917 162.347460 -4049.968719 28623.466884 -15.220 0.000 2.192852 0.732961 5.382 n/a n/a
155 3620.97 855.00 100.013873 0.9033698890647096 0.715269 -1334362.888200 341.909029 58.734882 159.634104 -3177.366680 22854.597200 -12.738 0.000 2.150603 0.577886 3.974 n/a n/a
179 3467.74 756.00 100.015971 0.9028072498845809 0.725661 -1350719.134263 327.588026 56.972679 159.907721 -2807.779544 22730.164468 -14.864 0.000 2.184057 0.621941 4.783 n/a n/a
181 3774.19 771.00 100.015369 0.9079174184316212 0.742672 -1347300.558308 329.203933 56.174901 158.858801 -2466.665328 20872.911982 -14.516 0.000 2.176575 0.637111 4.416 n/a n/a
178 3314.52 752.10 100.016194 0.9002937289812457 0.716324 -1351854.464251 327.340085 57.492485 160.469041 -3039.588483 23885.778990 -14.956 0.000 2.186423 0.611447 4.944 n/a n/a
182 2701.61 740.80 100.017062 0.7144719743516584 0.539095 -1358442.168419 324.413850 60.458448 163.012832 -4731.457963 31587.501372 -15.227 0.000 2.192487 1.024836 5.437 n/a n/a
156 3620.97 852.00 100.013921 0.9034526968784313 0.715937 -1334843.745900 341.482908 58.660721 159.627329 -3158.452497 22823.229190 -12.797 0.000 2.151513 0.579479 3.992 n/a n/a
182 3774.19 768.00 100.015438 0.9079763865288581 0.743247 -1347778.639609 328.746467 56.108818 158.843861 -2451.204218 20833.742274 -14.585 0.000 2.177596 0.638881 4.438 n/a n/a
182 3008.06 744.40 100.016693 0.8823854813554819 0.686838 -1354311.529571 326.684453 58.638784 161.709437 -3634.748445 26734.608812 -15.140 0.000 2.191248 0.640589 5.249 n/a n/a
180 3467.74 753.00 100.016047 0.9028232209395801 0.726191 -1351200.111691 327.121167 56.903591 159.902480 -2789.030668 22686.904475 -14.935 0.000 2.185153 0.623799 4.809 n/a n/a
157 3620.97 849.00 100.013969 0.9035347327854789 0.716602 -1335324.558183 341.055699 58.586726 159.620420 -3139.586129 22791.518731 -12.856 0.000 2.152426 0.581079 4.010 n/a n/a
179 3161.29 751.10 100.016349 0.8966408639105540 0.705333 -1352538.700287 327.539233 58.118901 161.049137 -3332.750918 25242.212179 -14.980 0.000 2.187650 0.603631 5.079 n/a n/a
183 3774.19 765.00 100.015508 0.9080330624632873 0.743816 -1348256.656388 328.287759 56.043003 158.828848 -2435.816730 20794.328500 -14.654 0.000 2.178623 0.640657 4.460 n/a n/a
179 3314.52 751.10 100.016226 0.8983317057733530 0.714936 -1352047.889096 327.151838 57.467790 160.478655 -3033.523700 23877.907997 -14.980 0.000 2.186834 0.620710 4.950 n/a n/a
184 3774.19 762.00 100.015579 0.9080873553541009 0.744379 -1348734.609607 327.827799 55.977462 158.813772 -2420.503842 20754.675380 -14.723 0.000 2.179657 0.642440 4.482 n/a n/a
158 3620.97 846.00 100.014018 0.9036159598121521 0.717265 -1335805.324573 340.627396 58.512900 159.613378 -3120.768639 22759.466332 -12.916 0.000 2.153344 0.582687 4.028 n/a n/a
180 3161.29 751.20 100.016346 0.8968353088232043 0.705468 -1352519.363417 327.558060 58.121484 161.048035 -3333.436274 25243.004398 -14.977 0.000 2.187608 0.602745 5.079 n/a n/a
159 3620.97 843.00 100.014068 0.9036963398094517 0.717927 -1336286.044668 340.197995 58.439246 159.606202 -3102.001098 22727.072620 -12.976 0.000 2.154264 0.584302 4.047 n/a n/a
183 3927.42 900.00 100.013033 0.9062431719173485 0.723895 -1326213.352236 347.418040 58.597220 159.027031 -2944.506505 21382.813831 -11.890 0.000 2.136724 0.579574 3.544 n/a n/a
185 3774.19 759.00 100.015651 0.9081391713985655 0.744935 -1349212.500353 327.366579 55.912199 158.798640 -2405.266523 20714.787803 -14.793 0.000 2.180698 0.644229 4.505 n/a n/a
181 3467.74 750.00 100.016138 0.8978949238119727 0.722738 -1351763.793267 326.572477 56.832736 159.922063 -2772.342358 22659.744962 -15.006 0.000 2.186331 0.648081 4.825 n/a n/a
160 3620.97 840.00 100.014119 0.9037758334077745 0.718586 -1336766.718020 339.767490 58.365767 159.598893 -3083.284584 22694.338346 -13.036 0.000 2.155189 0.585923 4.065 n/a n/a
180 3314.52 750.10 100.016258 0.8963616429289751 0.713541 -1352241.467474 326.963260 57.443069 160.488261 -3027.450208 23869.959185 -15.004 0.000 2.187245 0.629928 4.955 n/a n/a
186 3774.19 756.00 100.015724 0.9081884137890196 0.745484 -1349690.329840 326.904092 55.847221 158.783461 -2390.105742 20674.670836 -14.864 0.000 2.181746 0.646026 4.528 n/a n/a
184 3927.42 897.00 100.013071 0.9063576936508299 0.724592 -1326693.449283 347.008804 58.525540 159.014338 -2928.352074 21356.494423 -11.945 0.000 2.137556 0.581041 3.559 n/a n/a
161 3620.97 837.00 100.014170 0.9038543999921949 0.719242 -1337247.344263 339.335875 58.292467 159.591451 -3064.620178 22661.264384 -13.096 0.000 2.156117 0.587553 4.084 n/a n/a
181 3161.29 751.30 100.016343 0.8970298501870978 0.705604 -1352500.025112 327.576886 58.124067 161.046933 -3334.121439 25243.795035 -14.975 0.000 2.187566 0.601858 5.078 n/a n/a
185 3927.42 894.00 100.013110 0.9064721245413302 0.725288 -1327173.484915 346.598576 58.453966 159.001467 -2912.229978 21329.881452 -12.000 0.000 2.138390 0.582514 3.574 n/a n/a
162 3620.97 834.00 100.014222 0.9039319976569129 0.719896 -1337727.923040 338.903144 58.219350 159.583876 -3046.008970 22627.851735 -13.157 0.000 2.157050 0.589189 4.103 n/a n/a
182 3467.74 751.00 100.016106 0.8998947618541250 0.724177 -1351569.907858 326.761377 56.856514 159.913782 -2777.768958 22667.695524 -14.982 0.000 2.185933 0.638433 4.821 n/a n/a
186 3927.42 891.00 100.013149 0.9065864444663514 0.725984 -1327653.458186 346.187354 58.382500 158.988418 -2896.140954 21302.974430 -12.055 0.000 2.139227 0.583993 3.590 n/a n/a
163 3620.97 831.00 100.014274 0.9040085831687001 0.720548 -1338208.454019 338.469293 58.146418 159.576169 -3027.452054 22594.101533 -13.218 0.000 2.157986 0.590832 4.122 n/a n/a
183 3008.06 743.40 100.016726 0.8805386198500820 0.685586 -1354503.692314 326.496044 58.611518 161.721284 -3626.781832 26725.343770 -15.164 0.000 2.191676 0.648358 5.256 n/a n/a
187 3774.19 753.00 100.015799 0.9079021868136459 0.745755 -1350173.764806 326.434824 55.782412 158.769988 -2375.117823 20635.228264 -14.935 0.000 2.182803 0.649482 4.550 n/a n/a
187 3927.42 888.00 100.013189 0.9067006325538062 0.726679 -1328133.368132 345.775132 58.311145 158.975187 -2880.085745 21275.772942 -12.110 0.000 2.140065 0.585479 3.605 n/a n/a
188 3927.42 885.00 100.013230 0.9068146671566161 0.727374 -1328613.213787 345.361906 58.239903 158.961774 -2864.065102 21248.276643 -12.166 0.000 2.140906 0.586971 3.620 n/a n/a
181 3314.52 749.10 100.016290 0.8944013413985964 0.712154 -1352434.904346 326.774638 57.418329 160.497768 -3021.359487 23861.865982 -15.027 0.000 2.187655 0.639025 4.960 n/a n/a
188 3774.19 754.00 100.015773 0.9082197630225097 0.745847 -1350008.849273 326.595059 55.804063 158.773321 -2380.041550 20647.801333 -14.911 0.000 2.182448 0.647227 4.543 n/a n/a
164 3620.97 828.00 100.014328 0.9040841119251183 0.721197 -1338688.936892 338.034315 58.073676 159.568330 -3008.950529 22560.015038 -13.280 0.000 2.158926 0.592483 4.141 n/a n/a
193 2854.84 740.10 100.016960 0.8033299094582680 0.616918 -1356716.039870 325.209129 59.402634 162.361596 -4087.891871 28866.913052 -15.244 0.000 2.192475 0.864399 5.354 n/a n/a
189 3927.42 882.00 100.013271 0.9069285258269888 0.728068 -1329092.994193 344.947672 58.168775 158.948178 -2848.079783 21220.485261 -12.222 0.000 2.141750 0.588470 3.636 n/a n/a
184 3008.06 742.40 100.016759 0.8787005739126577 0.684340 -1354695.730647 326.307575 58.584239 161.733042 -3618.796511 26715.905946 -15.188 0.000 2.192104 0.656041 5.262 n/a n/a
189 3774.19 753.00 100.015799 0.9079021868757599 0.745755 -1350173.764707 326.434824 55.782412 158.769988 -2375.117823 20635.228264 -14.935 0.000 2.182803 0.649482 4.550 n/a n/a
190 3927.42 879.00 100.013313 0.9070421852869569 0.728762 -1329572.708386 344.532426 58.097765 158.934397 -2832.130549 21192.398601 -12.278 0.000 2.142595 0.589975 3.651 n/a n/a
182 3161.29 751.40 100.016339 0.8972244880683620 0.705739 -1352480.685381 327.595712 58.126650 161.045830 -3334.806413 25244.584088 -14.973 0.000 2.187523 0.600970 5.077 n/a n/a
165 3620.97 825.00 100.014382 0.9041585379200580 0.721843 -1339169.371423 337.598205 58.001127 159.560362 -2990.505498 22525.593649 -13.342 0.000 2.159871 0.594141 4.160 n/a n/a
183 3161.29 751.50 100.016336 0.8974192224317036 0.705874 -1352461.344419 327.614537 58.129233 161.044726 -3335.491195 25245.371559 -14.970 0.000 2.187481 0.600080 5.077 n/a n/a
166 3620.97 822.00 100.014436 0.9042318136960158 0.722486 -1339649.757402 337.160957 57.928775 159.552264 -2972.118069 22490.838900 -13.404 0.000 2.160819 0.595807 4.180 n/a n/a
191 3927.42 876.00 100.013355 0.9071556213982553 0.729455 -1330052.355395 344.116164 58.026875 158.920430 -2816.218172 21164.016544 -12.334 0.000 2.143444 0.591487 3.667 n/a n/a
183 3467.74 752.00 100.016075 0.9019046389068507 0.725623 -1351375.876289 326.950237 56.880270 159.905394 -2783.179342 22675.512496 -14.958 0.000 2.185535 0.628650 4.816 n/a n/a
167 3620.97 819.00 100.014492 0.9043038903003083 0.723126 -1340130.094636 336.722564 57.856622 159.544038 -2953.789354 22455.752463 -13.467 0.000 2.161773 0.597479 4.199 n/a n/a
194 2854.84 739.10 100.016992 0.7520731205611404 0.576890 -1357694.851277 324.243321 59.478885 162.396771 -4134.113734 29156.568185 -15.268 0.000 2.192190 0.985329 5.324 n/a n/a
184 3467.74 753.00 100.016046 0.9028232208632256 0.726191 -1351200.110988 327.121166 56.903591 159.902480 -2789.030668 22686.904477 -14.935 0.000 2.185153 0.623799 4.809 n/a n/a
190 3774.19 753.10 100.015796 0.9081110542034491 0.745909 -1350154.258349 326.453783 55.784640 158.769395 -2375.559116 20636.008697 -14.932 0.000 2.182766 0.648377 4.550 n/a n/a
185 3008.06 741.40 100.016793 0.8768712710175552 0.683101 -1354887.644810 326.119044 58.556945 161.744713 -3610.792797 26706.295619 -15.212 0.000 2.192531 0.663640 5.268 n/a n/a
192 3927.42 873.00 100.013398 0.9072688091325086 0.730147 -1330531.934249 343.698880 57.956107 158.906275 -2800.343426 21135.339053 -12.391 0.000 2.144294 0.593005 3.683 n/a n/a
168 3620.97 816.00 100.014548 0.9043747172426588 0.723763 -1340610.382975 336.283022 57.784675 159.535687 -2935.520467 22420.336153 -13.529 0.000 2.162730 0.599159 4.219 n/a n/a
182 3314.52 748.10 100.016323 0.8924507158872632 0.710774 -1352628.200884 326.585970 57.393570 160.507175 -3015.251791 23853.628620 -15.051 0.000 2.188065 0.648005 4.966 n/a n/a
193 3927.42 870.00 100.013441 0.9073817225432932 0.730839 -1331011.444003 343.280571 57.885463 158.891933 -2784.507095 21106.366171 -12.448 0.000 2.145148 0.594529 3.699 n/a n/a
191 3774.19 753.20 100.015793 0.9082319632304529 0.745991 -1350136.249565 326.471286 55.786837 158.769261 -2376.025581 20637.025992 -14.930 0.000 2.182730 0.647708 4.549 n/a n/a
169 3620.97 813.00 100.014605 0.9044442424557679 0.724397 -1341090.622359 335.842323 57.712935 159.527211 -2917.312527 22384.591926 -13.593 0.000 2.163692 0.600846 4.239 n/a n/a
186 3008.06 740.40 100.016827 0.8750506386848018 0.681868 -1355079.436224 325.930451 58.529638 161.756296 -3602.771002 26696.513067 -15.237 0.000 2.192958 0.671156 5.274 n/a n/a
184 3161.29 751.60 100.016333 0.8976140535881932 0.706010 -1352442.001868 327.633362 58.131815 161.043621 -3336.175784 25246.157446 -14.968 0.000 2.187439 0.599190 5.076 n/a n/a
170 3620.97 810.00 100.014663 0.9045124122410265 0.725027 -1341570.812738 335.400462 57.641407 159.518613 -2899.166654 22348.521887 -13.656 0.000 2.164659 0.602540 4.259 n/a n/a
194 3927.42 867.00 100.013485 0.9074943347301292 0.731529 -1331490.883714 342.861233 57.814947 158.877401 -2768.709965 21077.098028 -12.506 0.000 2.146004 0.596060 3.715 n/a n/a
171 3620.97 807.00 100.014721 0.9045791712248791 0.725653 -1342050.954130 334.957432 57.570096 159.509895 -2881.083969 22312.128286 -13.720 0.000 2.165630 0.604241 4.280 n/a n/a
195 3927.42 864.00 100.013529 0.9076066177999461 0.732219 -1331970.252398 342.440860 57.744561 158.862680 -2752.952830 21047.534837 -12.563 0.000 2.146863 0.597598 3.731 n/a n/a
172 3620.97 804.00 100.014781 0.9046444623131664 0.726276 -1342531.046611 334.513227 57.499004 159.501060 -2863.065598 22275.413522 -13.784 0.000 2.166607 0.605950 4.300 n/a n/a
196 3927.42 861.00 100.013574 0.9077185428412493 0.732908 -1332449.549111 342.019448 57.674307 158.847768 -2737.236491 21017.676903 -12.621 0.000 2.147724 0.599142 3.747 n/a n/a
173 3620.97 801.00 100.014841 0.9047082266360026 0.726895 -1343011.090304 334.067840 57.428137 159.492110 -2845.112665 22238.380149 -13.849 0.000 2.167588 0.607666 4.321 n/a n/a
197 3927.42 858.00 100.013620 0.9078300798822793 0.733595 -1332928.772909 341.596994 57.604188 158.832665 -2721.561752 20987.524621 -12.680 0.000 2.148589 0.600692 3.763 n/a n/a
185 3161.29 751.70 100.016330 0.8978089813921191 0.706145 -1352422.658084 327.652187 58.134398 161.042515 -3336.860181 25246.941749 -14.966 0.000 2.187397 0.598298 5.076 n/a n/a
174 3620.97 798.00 100.014902 0.9047704035047736 0.727509 -1343491.085415 333.621265 57.357498 159.483048 -2827.226296 22201.030872 -13.914 0.000 2.168575 0.609389 4.342 n/a n/a
186 3161.29 751.80 100.016327 0.8978565429820881 0.706164 -1352405.733849 327.668657 58.136924 161.042129 -3337.630308 25248.336721 -14.963 0.000 2.187358 0.598033 5.075 n/a n/a
185 3467.74 752.00 100.016075 0.9019046390860732 0.725623 -1351375.875995 326.950237 56.880270 159.905394 -2783.179342 22675.512496 -14.958 0.000 2.185535 0.628650 4.816 n/a n/a
183 3314.52 747.10 100.016355 0.8905096816405180 0.709402 -1352821.358808 326.397255 57.368792 160.516484 -3009.127368 23845.247328 -15.075 0.000 2.188474 0.656869 4.971 n/a n/a
175 3620.97 795.00 100.014964 0.9048309303556143 0.728120 -1343971.032197 333.173495 57.287092 159.473878 -2809.407617 22163.368552 -13.979 0.000 2.169566 0.611119 4.363 n/a n/a
198 3927.42 855.00 100.013666 0.9079411978532602 0.734281 -1333407.922838 341.173491 57.534208 158.817370 -2705.929423 20957.078478 -12.738 0.000 2.149456 0.602249 3.780 n/a n/a
184 3314.52 746.10 100.016388 0.8885781551379561 0.708038 -1353014.379212 326.208493 57.343995 160.525693 -3002.986466 23836.722329 -15.099 0.000 2.188883 0.665621 4.976 n/a n/a
176 3620.97 792.00 100.015026 0.9048897427008467 0.728726 -1344450.930992 332.724524 57.216923 159.464604 -2791.657753 22125.396207 -14.045 0.000 2.170563 0.612857 4.384 n/a n/a
192 3774.19 753.10 100.015796 0.9081110544270999 0.745909 -1350154.257987 326.453783 55.784640 158.769395 -2375.559116 20636.008697 -14.932 0.000 2.182766 0.648377 4.550 n/a n/a
199 3927.42 852.00 100.013713 0.9080518645511342 0.734966 -1333886.997976 340.748935 57.464367 158.801884 -2690.340322 20926.339059 -12.797 0.000 2.150327 0.603812 3.796 n/a n/a
187 3161.29 751.70 100.016330 0.8978089814506075 0.706145 -1352422.657986 327.652187 58.134398 161.042515 -3336.860181 25246.941749 -14.966 0.000 2.187397 0.598298 5.076 n/a n/a
177 3620.97 789.00 100.015090 0.9049467740766278 0.729327 -1344930.782217 332.274343 57.146996 159.455228 -2773.977827 22087.117015 -14.111 0.000 2.171566 0.614602 4.405 n/a n/a
200 3927.42 849.00 100.013761 0.9081620465952395 0.735649 -1334365.997397 340.323323 57.394671 158.786205 -2674.795267 20895.307044 -12.856 0.000 2.151200 0.605382 3.813 n/a n/a
193 3774.19 753.50 100.015785 0.9082274110774348 0.745937 -1350088.474506 326.517711 55.793294 158.770784 -2377.530917 20641.068578 -14.923 0.000 2.182624 0.647527 4.547 n/a n/a
186 3467.74 752.10 100.016071 0.9021061825208944 0.725768 -1351356.464594 326.969121 56.882645 159.904550 -2783.719480 22676.286839 -14.956 0.000 2.185495 0.627664 4.815 n/a n/a
178 3620.97 786.00 100.015154 0.9050019559837490 0.729923 -1345410.586354 331.822947 57.077315 159.445757 -2756.368964 22048.534313 -14.178 0.000 2.172574 0.616354 4.427 n/a n/a
188 3161.29 752.10 100.016319 0.8978571487613022 0.706110 -1352357.293603 327.715789 58.144452 161.041663 -3340.024058 25253.108325 -14.956 0.000 2.187246 0.597840 5.072 n/a n/a
201 3927.42 846.00 100.013809 0.9082717093862694 0.736331 -1334844.920190 339.896648 57.325120 158.770335 -2659.295087 20863.983217 -12.916 0.000 2.152077 0.606959 3.829 n/a n/a
179 3620.97 783.00 100.015219 0.9050552178415907 0.730515 -1345890.343985 331.370327 57.007884 159.436193 -2738.832284 22009.651600 -14.245 0.000 2.173587 0.618113 4.449 n/a n/a
194 3774.19 753.20 100.015793 0.9082319631902054 0.745991 -1350136.249187 326.471286 55.786837 158.769261 -2376.025581 20637.025993 -14.930 0.000 2.182730 0.647708 4.549 n/a n/a
189 3161.29 751.80 100.016327 0.8978565429624665 0.706164 -1352405.733670 327.668657 58.136924 161.042129 -3337.630308 25248.336722 -14.963 0.000 2.187358 0.598033 5.075 n/a n/a
185 3314.52 745.10 100.016420 0.8866560538312299 0.706680 -1353207.263023 326.019680 57.319179 160.534801 -2996.829331 23828.053843 -15.123 0.000 2.189291 0.674262 4.982 n/a n/a
187 3467.74 752.20 100.016068 0.9023078272595516 0.725913 -1351337.051853 326.988004 56.885019 159.903704 -2784.259453 22677.059843 -14.954 0.000 2.185455 0.626677 4.815 n/a n/a
202 3927.42 843.00 100.013858 0.9083808170661695 0.737011 -1335323.765470 339.468907 57.255719 158.754273 -2643.840612 20832.368463 -12.976 0.000 2.152956 0.608542 3.846 n/a n/a
180 3620.97 780.00 100.015285 0.9051064869266116 0.731102 -1346370.055779 330.916477 56.938709 159.426542 -2721.368905 21970.472539 -14.312 0.000 2.174607 0.619879 4.471 n/a n/a
190 3161.29 751.80 100.016327 0.8978565433272208 0.706164 -1352405.736975 327.668657 58.136924 161.042129 -3337.630307 25248.336712 -14.963 0.000 2.187358 0.598033 5.075 n/a n/a
195 3774.19 753.20 100.015793 0.9082319634055251 0.745991 -1350136.251210 326.471286 55.786837 158.769261 -2376.025581 20637.025989 -14.930 0.000 2.182730 0.647708 4.549 n/a n/a
203 3927.42 840.00 100.013907 0.9084893324676329 0.737690 -1335802.532354 339.040094 57.186471 158.738019 -2628.432677 20800.463772 -13.036 0.000 2.153839 0.610131 3.863 n/a n/a
188 3467.74 752.30 100.016065 0.9025095734470876 0.726059 -1351317.637681 327.006888 56.887393 159.902857 -2784.799261 22677.831510 -14.951 0.000 2.185415 0.625688 4.814 n/a n/a
181 3620.97 777.00 100.015352 0.9051556883197218 0.731683 -1346849.722489 330.461389 56.869794 159.416809 -2703.979940 21931.000956 -14.379 0.000 2.175632 0.621652 4.493 n/a n/a
195 2854.84 738.10 100.017025 0.6514606511728979 0.498019 -1359614.346780 322.346838 59.647889 162.686280 -4221.520433 29616.742230 -15.293 0.000 2.193415 1.164243 5.299 n/a n/a
191 3161.29 750.80 100.016359 0.8960581055781065 0.704928 -1352596.704618 327.482750 58.111150 161.052436 -3330.693703 25239.826028 -14.987 0.000 2.187776 0.606282 5.081 n/a n/a
182 3620.97 774.00 100.015420 0.9052027448519172 0.732258 -1347329.344993 330.005055 56.801144 159.407000 -2686.666502 21891.240844 -14.447 0.000 2.176664 0.623433 4.516 n/a n/a
204 3927.42 837.00 100.013957 0.9085972170671839 0.738366 -1336281.219952 338.610205 57.117378 158.721574 -2613.072122 20768.270243 -13.096 0.000 2.154726 0.611727 3.880 n/a n/a
189 3467.74 752.40 100.016062 0.9027114212322688 0.726204 -1351298.221985 327.025770 56.889767 159.902009 -2785.338905 22678.601838 -14.949 0.000 2.185375 0.624698 4.814 n/a n/a
192 3161.29 749.80 100.016391 0.8941218155885787 0.703583 -1352789.954849 327.294442 58.085302 161.063372 -3323.824009 25231.769432 -15.011 0.000 2.188197 0.615046 5.087 n/a n/a
